"SNP_ID","ICV_all_pval","ICV_all_pval_sim","ICV_all_pval_sim_corr","BrainVol_all_pval","BrainVol_all_pval_sim","BrainVol_all_pval_sim_corr","CorticalThickness_all_pval","CorticalThickness_all_pval_sim","CorticalThickness_all_pval_sim_corr","CorticalArea_all_pval","CorticalArea_all_pval_sim","CorticalArea_all_pval_sim_corr","CerebellarVol_all_pval","CerebellarVol_all_pval_sim","CerebellarVol_all_pval_sim_corr","HippocampalVol_all_pval","HippocampalVol_all_pval_sim","HippocampalVol_all_pval_sim_corr","BasalGangliaVol_all_pval","BasalGangliaVol_all_pval_sim","BasalGangliaVol_all_pval_sim_corr","VentricularVol_all_pval","VentricularVol_all_pval_sim","VentricularVol_all_pval_sim_corr","FrontalCorticalThickness_all_pval","FrontalCorticalThickness_all_pval_sim","FrontalCorticalThickness_all_pval_sim_corr","TemporalCorticalThickness_all_pval","TemporalCorticalThickness_all_pval_sim","TemporalCorticalThickness_all_pval_sim_corr","ParietalCorticalThickness_all_pval","ParietalCorticalThickness_all_pval_sim","ParietalCorticalThickness_all_pval_sim_corr","OccipitalCorticalThickness_all_pval","OccipitalCorticalThickness_all_pval_sim","OccipitalCorticalThickness_all_pval_sim_corr","FrontalCorticalArea_all_pval","FrontalCorticalArea_all_pval_sim","FrontalCorticalArea_all_pval_sim_corr","TemporalCorticalArea_all_pval","TemporalCorticalArea_all_pval_sim","TemporalCorticalArea_all_pval_sim_corr","ParietalCorticalArea_all_pval","ParietalCorticalArea_all_pval_sim","ParietalCorticalArea_all_pval_sim_corr","OccipitalCorticalArea_all_pval","OccipitalCorticalArea_all_pval_sim","OccipitalCorticalArea_all_pval_sim_corr","ICV_males_pval","ICV_males_pval_sim","ICV_males_pval_sim_corr","BrainVol_males_pval","BrainVol_males_pval_sim","BrainVol_males_pval_sim_corr","CorticalThickness_males_pval","CorticalThickness_males_pval_sim","CorticalThickness_males_pval_sim_corr","CorticalArea_males_pval","CorticalArea_males_pval_sim","CorticalArea_males_pval_sim_corr","CerebellarVol_males_pval","CerebellarVol_males_pval_sim","CerebellarVol_males_pval_sim_corr","HippocampalVol_males_pval","HippocampalVol_males_pval_sim","HippocampalVol_males_pval_sim_corr","BasalGangliaVol_males_pval","BasalGangliaVol_males_pval_sim","BasalGangliaVol_males_pval_sim_corr","VentricularVol_males_pval","VentricularVol_males_pval_sim","VentricularVol_males_pval_sim_corr","FrontalCorticalThickness_males_pval","FrontalCorticalThickness_males_pval_sim","FrontalCorticalThickness_males_pval_sim_corr","TemporalCorticalThickness_males_pval","TemporalCorticalThickness_males_pval_sim","TemporalCorticalThickness_males_pval_sim_corr","ParietalCorticalThickness_males_pval","ParietalCorticalThickness_males_pval_sim","ParietalCorticalThickness_males_pval_sim_corr","OccipitalCorticalThickness_males_pval","OccipitalCorticalThickness_males_pval_sim","OccipitalCorticalThickness_males_pval_sim_corr","FrontalCorticalArea_males_pval","FrontalCorticalArea_males_pval_sim","FrontalCorticalArea_males_pval_sim_corr","TemporalCorticalArea_males_pval","TemporalCorticalArea_males_pval_sim","TemporalCorticalArea_males_pval_sim_corr","ParietalCorticalArea_males_pval","ParietalCorticalArea_males_pval_sim","ParietalCorticalArea_males_pval_sim_corr","OccipitalCorticalArea_males_pval","OccipitalCorticalArea_males_pval_sim","OccipitalCorticalArea_males_pval_sim_corr","ICV_females_pval","ICV_females_pval_sim","ICV_females_pval_sim_corr","BrainVol_females_pval","BrainVol_females_pval_sim","BrainVol_females_pval_sim_corr","CorticalThickness_females_pval","CorticalThickness_females_pval_sim","CorticalThickness_females_pval_sim_corr","CorticalArea_females_pval","CorticalArea_females_pval_sim","CorticalArea_females_pval_sim_corr","CerebellarVol_females_pval","CerebellarVol_females_pval_sim","CerebellarVol_females_pval_sim_corr","HippocampalVol_females_pval","HippocampalVol_females_pval_sim","HippocampalVol_females_pval_sim_corr","BasalGangliaVol_females_pval","BasalGangliaVol_females_pval_sim","BasalGangliaVol_females_pval_sim_corr","VentricularVol_females_pval","VentricularVol_females_pval_sim","VentricularVol_females_pval_sim_corr","FrontalCorticalThickness_females_pval","FrontalCorticalThickness_females_pval_sim","FrontalCorticalThickness_females_pval_sim_corr","TemporalCorticalThickness_females_pval","TemporalCorticalThickness_females_pval_sim","TemporalCorticalThickness_females_pval_sim_corr","ParietalCorticalThickness_females_pval","ParietalCorticalThickness_females_pval_sim","ParietalCorticalThickness_females_pval_sim_corr","OccipitalCorticalThickness_females_pval","OccipitalCorticalThickness_females_pval_sim","OccipitalCorticalThickness_females_pval_sim_corr","FrontalCorticalArea_females_pval","FrontalCorticalArea_females_pval_sim","FrontalCorticalArea_females_pval_sim_corr","TemporalCorticalArea_females_pval","TemporalCorticalArea_females_pval_sim","TemporalCorticalArea_females_pval_sim_corr","ParietalCorticalArea_females_pval","ParietalCorticalArea_females_pval_sim","ParietalCorticalArea_females_pval_sim_corr","OccipitalCorticalArea_females_pval","OccipitalCorticalArea_females_pval_sim","OccipitalCorticalArea_females_pval_sim_corr"
"rs1475663",0.332608,0.351580,0.999000,0.943979,0.945525,1.000000,0.780632,0.787077,1.000000,0.896576,0.900673,1.000000,0.843228,0.847607,1.000000,0.640085,0.644438,1.000000,0.680150,0.673999,1.000000,0.147841,0.145273,0.914491,0.868305,0.870149,1.000000,0.475516,0.486565,1.000000,0.879474,0.880400,1.000000,0.728583,0.737146,1.000000,0.939819,0.940884,1.000000,0.764256,0.773328,1.000000,0.838118,0.842742,1.000000,0.500275,0.516900,1.000000,0.676409,0.708850,1.000000,0.396966,0.441110,1.000000,0.327602,0.320844,0.998400,0.865406,0.884703,1.000000,0.384267,0.426100,1.000000,0.622388,0.658828,1.000000,0.725303,0.731516,1.000000,0.208778,0.177756,0.962196,0.277461,0.278093,0.995600,0.406963,0.395475,0.999800,0.777075,0.772046,1.000000,0.421659,0.416396,0.999700,0.935442,0.944507,1.000000,0.541819,0.597115,1.000000,0.476173,0.524208,1.000000,0.393995,0.454996,0.999900,0.328902,0.299655,0.998400,0.429987,0.391580,0.999700,0.532383,0.540444,1.000000,0.990856,0.989063,1.000000,0.530379,0.492584,1.000000,0.869213,0.851518,1.000000,0.331291,0.307964,0.997500,0.428017,0.471401,1.000000,0.367250,0.355952,0.999500,0.865529,0.873540,1.000000,0.603413,0.600224,1.000000,0.734323,0.745498,1.000000,0.844952,0.808394,1.000000,0.838122,0.816530,1.000000,0.651387,0.608309,1.000000,0.930521,0.916271,1.000000
"rs10818467",0.164934,0.158180,0.945095,0.387603,0.383222,0.999800,0.644015,0.648636,1.000000,0.163518,0.165576,0.949295,0.391014,0.386938,0.999600,0.703880,0.708902,1.000000,0.221285,0.224443,0.984198,0.314690,0.317482,0.997200,0.773727,0.776749,1.000000,0.478055,0.482431,1.000000,0.519761,0.527045,1.000000,0.737326,0.737288,1.000000,0.211524,0.206497,0.976898,0.201476,0.207564,0.976798,0.205281,0.205697,0.975498,0.263030,0.260653,0.992599,0.095353,0.129351,0.894789,0.683038,0.712703,1.000000,0.578612,0.573073,1.000000,0.143014,0.188467,0.962696,0.631921,0.662613,1.000000,0.632271,0.675658,1.000000,0.809689,0.814045,1.000000,0.007944,0.005468,0.112811,0.524406,0.525113,1.000000,0.772359,0.768754,1.000000,0.809966,0.811094,1.000000,0.284376,0.283886,0.996000,0.139500,0.180211,0.958196,0.231891,0.284996,0.994399,0.318697,0.365127,0.999100,0.100837,0.141042,0.921292,0.691782,0.639458,1.000000,0.430701,0.384078,0.999700,0.277748,0.283202,0.996100,0.563121,0.488984,1.000000,0.472061,0.428618,0.999900,0.928547,0.919404,1.000000,0.160126,0.156803,0.939894,0.332981,0.402291,0.999800,0.354733,0.352994,0.999500,0.236995,0.243689,0.990499,0.291757,0.288064,0.996100,0.632139,0.642862,1.000000,0.706529,0.649287,1.000000,0.511218,0.445123,1.000000,0.415905,0.348600,0.999700,0.949494,0.937187,1.000000
"rs10818466",0.077273,0.077414,0.759976,0.262284,0.262425,0.991899,0.476069,0.486155,1.000000,0.070311,0.069288,0.711371,0.274612,0.273302,0.993999,0.545556,0.551416,1.000000,0.243507,0.241711,0.988999,0.149600,0.154283,0.927393,0.601822,0.606533,1.000000,0.289487,0.298615,0.996500,0.453366,0.461278,1.000000,0.935847,0.935316,1.000000,0.108389,0.101229,0.835784,0.128381,0.128879,0.897190,0.114564,0.112693,0.862986,0.071772,0.067493,0.715572,0.021900,0.037143,0.499550,0.222188,0.264869,0.992699,0.648248,0.637731,1.000000,0.018553,0.032949,0.466547,0.211988,0.252885,0.990799,0.636029,0.678109,1.000000,0.970009,0.971068,1.000000,0.002311,0.001459,0.034903,0.502617,0.498429,1.000000,0.815011,0.807844,1.000000,0.606400,0.608841,1.000000,0.568325,0.563825,1.000000,0.015417,0.025287,0.395340,0.055439,0.081351,0.768177,0.053120,0.074403,0.739974,0.024195,0.042936,0.554955,0.743694,0.699514,1.000000,0.676758,0.638003,1.000000,0.174810,0.183661,0.966897,0.742035,0.685714,1.000000,0.723160,0.689656,1.000000,0.697302,0.666755,1.000000,0.111283,0.104655,0.844284,0.426952,0.485862,1.000000,0.196427,0.195212,0.972497,0.226385,0.232083,0.987799,0.144671,0.142217,0.920392,0.539188,0.549441,1.000000,0.993760,0.992051,1.000000,0.738846,0.689902,1.000000,0.693448,0.640991,1.000000,0.684112,0.619698,1.000000
"rs7043614",0.196609,0.194876,0.972597,0.368697,0.363291,0.999400,0.410190,0.416993,0.999900,0.195153,0.198748,0.972797,0.369452,0.365225,0.999300,0.911944,0.914003,1.000000,0.234394,0.237014,0.988099,0.567409,0.577216,1.000000,0.564619,0.568987,1.000000,0.326475,0.331582,0.998700,0.338342,0.343317,0.998500,0.898309,0.899458,1.000000,0.240737,0.236307,0.987699,0.228032,0.237515,0.986599,0.195908,0.194046,0.969797,0.352221,0.351475,0.999000,0.068532,0.097069,0.817782,0.614956,0.650713,1.000000,0.466846,0.461359,1.000000,0.120813,0.165811,0.946995,0.581267,0.617323,1.000000,0.716539,0.751573,1.000000,0.943964,0.944981,1.000000,0.016642,0.012252,0.219822,0.384389,0.388300,0.999700,0.601839,0.595495,1.000000,0.739966,0.739976,1.000000,0.301547,0.304966,0.997800,0.142819,0.183651,0.960396,0.168404,0.218372,0.979998,0.206800,0.247873,0.988299,0.096039,0.132046,0.907091,0.880041,0.855239,1.000000,0.452853,0.402447,0.999700,0.092157,0.095206,0.817182,0.699884,0.638371,1.000000,0.478939,0.432818,0.999900,0.871934,0.856807,1.000000,0.107439,0.105776,0.847085,0.201648,0.266566,0.988399,0.138405,0.134633,0.907391,0.086022,0.087862,0.794079,0.126728,0.128224,0.898690,0.482007,0.500068,1.000000,0.765749,0.716994,1.000000,0.678355,0.623617,1.000000,0.530711,0.466946,0.999900,0.850382,0.815978,1.000000
"rs914617",0.164934,0.158030,0.944894,0.387603,0.383012,0.999800,0.644015,0.648394,1.000000,0.163518,0.165654,0.949495,0.391014,0.386767,0.999600,0.703880,0.709051,1.000000,0.221285,0.224243,0.983998,0.314690,0.317260,0.997200,0.773727,0.776694,1.000000,0.478055,0.482211,1.000000,0.519761,0.527083,1.000000,0.737326,0.736933,1.000000,0.211524,0.206364,0.976898,0.201476,0.207761,0.976798,0.205281,0.205687,0.975498,0.263030,0.260746,0.992599,0.095353,0.128906,0.894089,0.683038,0.712840,1.000000,0.578612,0.573085,1.000000,0.143014,0.188077,0.962396,0.631921,0.662842,1.000000,0.632271,0.675538,1.000000,0.809689,0.814234,1.000000,0.007944,0.005479,0.113011,0.524406,0.525429,1.000000,0.772359,0.768793,1.000000,0.809966,0.811022,1.000000,0.284376,0.283834,0.996000,0.139500,0.179810,0.957796,0.231891,0.285245,0.994499,0.318697,0.365095,0.999100,0.100837,0.140514,0.920592,0.691782,0.639550,1.000000,0.430701,0.384105,0.999700,0.277748,0.283279,0.996100,0.563121,0.488918,1.000000,0.472061,0.428718,0.999900,0.928547,0.919419,1.000000,0.160126,0.156804,0.939894,0.332981,0.402282,0.999800,0.354733,0.353009,0.999500,0.236995,0.243679,0.990499,0.291757,0.288028,0.996100,0.632139,0.642636,1.000000,0.706529,0.649258,1.000000,0.511218,0.444932,1.000000,0.415905,0.348363,0.999700,0.949494,0.937143,1.000000
"rs10818462",0.358410,0.387674,0.999600,0.739874,0.745413,1.000000,0.688354,0.681241,1.000000,0.470685,0.477324,1.000000,0.788966,0.793408,1.000000,0.828420,0.830548,1.000000,0.864184,0.861578,1.000000,0.158363,0.167771,0.945395,0.555933,0.544009,1.000000,0.460484,0.455593,1.000000,0.745289,0.735642,1.000000,0.545796,0.540921,1.000000,0.363092,0.362642,0.999100,0.446587,0.455615,1.000000,0.521745,0.529060,1.000000,0.559321,0.564897,1.000000,0.045414,0.065712,0.693369,0.183336,0.209651,0.978098,0.682541,0.669225,1.000000,0.042395,0.063519,0.687769,0.214629,0.239738,0.988699,0.130340,0.169186,0.947295,0.384072,0.396803,0.999500,0.443678,0.415970,0.999900,0.204846,0.207081,0.979398,0.905738,0.902117,1.000000,0.540544,0.527809,1.000000,0.854132,0.846180,1.000000,0.044603,0.063664,0.686969,0.081950,0.109757,0.859386,0.071614,0.094571,0.814781,0.015979,0.030141,0.441544,0.468658,0.472756,1.000000,0.381108,0.354087,0.999400,0.875631,0.876926,1.000000,0.301029,0.245304,0.993299,0.380855,0.352187,0.999300,0.220869,0.185958,0.967897,0.261227,0.249380,0.991999,0.217812,0.256817,0.985999,0.654789,0.643032,1.000000,0.352590,0.367885,0.999100,0.874838,0.868578,1.000000,0.500929,0.508402,1.000000,0.456216,0.376647,0.999600,0.495313,0.448922,1.000000,0.359469,0.313269,0.998600,0.105950,0.067688,0.717772
"rs7875141",0.061869,0.062541,0.685069,0.192637,0.192892,0.970697,0.355041,0.363557,0.999300,0.039942,0.040666,0.538154,0.191828,0.191128,0.968797,0.721411,0.726368,1.000000,0.289308,0.285735,0.996200,0.186274,0.188300,0.963096,0.439303,0.452518,0.999900,0.253407,0.258315,0.991499,0.388804,0.394929,0.999600,0.574352,0.571216,1.000000,0.075842,0.072061,0.723472,0.064446,0.067479,0.708671,0.070352,0.071193,0.723972,0.036850,0.034431,0.488449,0.020248,0.033701,0.469747,0.240232,0.281194,0.994999,0.538002,0.524203,1.000000,0.010164,0.019350,0.321932,0.214935,0.252185,0.990699,0.626753,0.671656,1.000000,0.949189,0.950774,1.000000,0.002432,0.001358,0.032703,0.501616,0.501757,1.000000,0.982152,0.981402,1.000000,0.477206,0.472822,1.000000,0.641390,0.635620,1.000000,0.010955,0.019317,0.324432,0.026971,0.042764,0.551155,0.041366,0.062143,0.679868,0.009137,0.018504,0.310131,0.646958,0.591201,1.000000,0.478454,0.426562,1.000000,0.078880,0.083425,0.775778,0.624522,0.550977,1.000000,0.512623,0.464770,1.000000,0.959692,0.954481,1.000000,0.177387,0.169596,0.953695,0.369385,0.421798,1.000000,0.108299,0.107193,0.848885,0.135262,0.141777,0.924792,0.079092,0.078417,0.757476,0.250974,0.260307,0.992599,0.889393,0.860416,1.000000,0.595934,0.534197,1.000000,0.529613,0.465414,0.999900,0.616104,0.546426,1.000000
"rs3750494",0.131210,0.129315,0.909291,0.191405,0.193303,0.971097,0.351354,0.359510,0.999200,0.031728,0.032604,0.469947,0.179130,0.178846,0.961296,0.504192,0.507703,1.000000,0.158752,0.153877,0.938794,0.206583,0.210259,0.976098,0.524262,0.533291,1.000000,0.226322,0.229902,0.985499,0.427399,0.435065,0.999900,0.437250,0.429381,0.999900,0.055614,0.052534,0.619762,0.043144,0.042906,0.549955,0.058702,0.059572,0.664166,0.045973,0.042235,0.560856,0.050597,0.078713,0.753875,0.234677,0.287688,0.995600,0.481690,0.470939,1.000000,0.004143,0.009214,0.178918,0.191771,0.238956,0.988299,0.473573,0.530825,1.000000,0.736433,0.743912,1.000000,0.002233,0.001298,0.031403,0.308279,0.309447,0.998300,0.974867,0.974075,1.000000,0.427915,0.425825,1.000000,0.889108,0.886119,1.000000,0.004339,0.008869,0.175618,0.007127,0.013960,0.249725,0.024029,0.038365,0.519352,0.006442,0.014029,0.250025,0.725290,0.675113,1.000000,0.472632,0.416532,0.999900,0.075718,0.082336,0.770077,0.669594,0.601024,1.000000,0.502659,0.450092,0.999900,0.781378,0.756026,1.000000,0.122008,0.113902,0.868187,0.376452,0.426219,1.000000,0.098311,0.096499,0.819282,0.124298,0.132870,0.910291,0.094764,0.095963,0.819282,0.263802,0.269697,0.993199,0.893749,0.864912,1.000000,0.682094,0.627018,1.000000,0.549845,0.483545,0.999900,0.728689,0.674127,1.000000
"rs10984949",0.070603,0.070324,0.726573,0.139655,0.142078,0.921492,0.242371,0.248333,0.990599,0.033778,0.034691,0.487049,0.129039,0.129643,0.905691,0.526282,0.530801,1.000000,0.219975,0.215677,0.981698,0.224614,0.232003,0.984498,0.396662,0.403311,0.999700,0.157197,0.158661,0.943794,0.317842,0.321982,0.997800,0.320747,0.312832,0.997900,0.063496,0.059972,0.662166,0.042411,0.043629,0.554555,0.054200,0.055714,0.642864,0.053977,0.049840,0.609661,0.016972,0.031256,0.450045,0.159721,0.206469,0.976898,0.698392,0.689762,1.000000,0.004796,0.010725,0.202320,0.125129,0.165253,0.948295,0.474532,0.532911,1.000000,0.945345,0.947443,1.000000,0.002365,0.001355,0.032703,0.454496,0.455053,1.000000,0.756841,0.749815,1.000000,0.588499,0.585479,1.000000,0.856454,0.851973,1.000000,0.005342,0.010752,0.202820,0.007561,0.015157,0.265327,0.021228,0.034893,0.490949,0.008693,0.018248,0.307331,0.697357,0.647351,1.000000,0.444973,0.391718,0.999700,0.068860,0.072413,0.725873,0.659504,0.590816,1.000000,0.476096,0.425168,0.999900,0.813266,0.791426,1.000000,0.127179,0.119841,0.881588,0.356773,0.413605,1.000000,0.089559,0.084852,0.781478,0.115801,0.121690,0.888789,0.084569,0.082054,0.773777,0.257006,0.262815,0.992899,0.903268,0.876742,1.000000,0.657918,0.601419,1.000000,0.541812,0.476190,0.999900,0.727572,0.673336,1.000000
"rs10984946",0.913107,0.913524,1.000000,0.281638,0.283906,0.995200,0.294304,0.296933,0.997200,0.146379,0.147829,0.929793,0.212557,0.213082,0.979298,0.152512,0.152709,0.936094,0.325026,0.322798,0.998700,0.703804,0.717337,1.000000,0.519150,0.523462,1.000000,0.224929,0.226791,0.984798,0.466642,0.469621,1.000000,0.055056,0.057511,0.644964,0.263578,0.260735,0.992399,0.097360,0.096267,0.823482,0.254257,0.252552,0.991899,0.285768,0.280453,0.994999,0.638866,0.674545,1.000000,0.128298,0.156063,0.938794,0.073002,0.068094,0.713871,0.207122,0.261055,0.992799,0.098019,0.121196,0.883688,0.044049,0.066276,0.689569,0.589155,0.592466,1.000000,0.610945,0.583452,1.000000,0.096699,0.100702,0.837684,0.119375,0.112570,0.868787,0.161305,0.154123,0.941194,0.061083,0.056291,0.640164,0.415482,0.469282,1.000000,0.150671,0.190419,0.966497,0.283804,0.331338,0.997700,0.120580,0.170662,0.953795,0.768982,0.726026,1.000000,0.957458,0.951079,1.000000,0.805919,0.805152,1.000000,0.409032,0.327455,0.999200,0.870576,0.853303,1.000000,0.939002,0.930087,1.000000,0.391080,0.374102,0.999600,0.963167,0.970265,1.000000,0.494680,0.484896,1.000000,0.833987,0.834748,1.000000,0.750239,0.744976,1.000000,0.370928,0.383306,0.999300,0.433098,0.349641,0.999100,0.344433,0.283787,0.996400,0.568711,0.512607,1.000000,0.991690,0.989532,1.000000
"rs10818461",0.068715,0.066605,0.706871,0.125520,0.124347,0.896690,0.218589,0.221200,0.983998,0.034384,0.033455,0.475748,0.116491,0.113873,0.876688,0.458037,0.465856,1.000000,0.248029,0.244189,0.989399,0.245553,0.247364,0.988899,0.382051,0.390875,0.999700,0.102702,0.105427,0.847285,0.340062,0.343145,0.998500,0.315834,0.304526,0.997300,0.066288,0.060753,0.666267,0.043167,0.041935,0.543454,0.051763,0.050996,0.614661,0.070044,0.065047,0.702370,0.020245,0.035067,0.481748,0.135437,0.175455,0.956996,0.842822,0.837309,1.000000,0.006089,0.013088,0.238224,0.107605,0.141258,0.918092,0.368771,0.426437,1.000000,0.974871,0.975689,1.000000,0.004912,0.003007,0.066307,0.542607,0.540280,1.000000,0.470780,0.459588,1.000000,0.583610,0.580877,1.000000,0.791025,0.782997,1.000000,0.007498,0.013781,0.249925,0.009141,0.017759,0.301030,0.021850,0.034544,0.486649,0.017781,0.033547,0.473047,0.682409,0.631512,1.000000,0.457426,0.403755,0.999700,0.073342,0.077027,0.746875,0.663165,0.594766,1.000000,0.488274,0.436544,0.999900,0.834690,0.815747,1.000000,0.134582,0.127995,0.896690,0.371614,0.429969,1.000000,0.094446,0.089750,0.798180,0.124328,0.132052,0.909391,0.084427,0.082207,0.774577,0.272839,0.279663,0.994799,0.901421,0.874835,1.000000,0.667332,0.612599,1.000000,0.548273,0.482821,0.999900,0.722158,0.667017,1.000000
"rs4836822",0.082423,0.082060,0.777678,0.131560,0.130170,0.906691,0.347367,0.353526,0.999200,0.024621,0.023751,0.377838,0.120696,0.118088,0.885189,0.500793,0.507074,1.000000,0.277553,0.277441,0.995600,0.135023,0.140683,0.907391,0.510470,0.517845,1.000000,0.280525,0.282568,0.994799,0.438119,0.443830,0.999900,0.324963,0.317246,0.998100,0.043369,0.039809,0.526553,0.025347,0.024661,0.386039,0.041139,0.040348,0.538154,0.076870,0.070536,0.731773,0.023474,0.038789,0.514851,0.192356,0.236547,0.986299,0.474127,0.460108,1.000000,0.005058,0.010814,0.204420,0.148014,0.186545,0.966297,0.480212,0.537483,1.000000,0.820264,0.826126,1.000000,0.002318,0.001270,0.030803,0.281689,0.282324,0.995800,0.924627,0.922100,1.000000,0.409464,0.405117,0.999900,0.866494,0.863246,1.000000,0.006002,0.011875,0.220022,0.008079,0.015502,0.269127,0.018193,0.029808,0.440044,0.009199,0.018531,0.310431,0.711933,0.665367,1.000000,0.379515,0.324806,0.998800,0.068966,0.073189,0.729473,0.558616,0.476565,1.000000,0.414224,0.361001,0.999500,0.773260,0.749198,1.000000,0.220358,0.211775,0.980998,0.539909,0.590780,1.000000,0.079530,0.075719,0.745975,0.137725,0.145875,0.929493,0.089841,0.091047,0.804680,0.253237,0.255899,0.991699,0.739349,0.676565,1.000000,0.482927,0.411916,1.000000,0.490497,0.418269,0.999800,0.901181,0.876921,1.000000
"rs3849113",0.071381,0.071794,0.732273,0.180141,0.183489,0.965897,0.324446,0.329893,0.998600,0.045144,0.047301,0.588559,0.178986,0.180988,0.962896,0.620785,0.625695,1.000000,0.229793,0.223801,0.983598,0.200320,0.203682,0.972997,0.392146,0.400470,0.999700,0.226512,0.225805,0.984598,0.394388,0.396439,0.999600,0.576339,0.572059,1.000000,0.080658,0.077190,0.748375,0.076685,0.079427,0.764176,0.074222,0.075870,0.746775,0.050160,0.046771,0.592859,0.020278,0.034805,0.479348,0.240248,0.287777,0.995600,0.537415,0.527124,1.000000,0.010179,0.019989,0.329933,0.214938,0.259498,0.992199,0.626478,0.671279,1.000000,0.949339,0.951363,1.000000,0.002427,0.001408,0.033803,0.501056,0.502104,1.000000,0.982545,0.981895,1.000000,0.476774,0.474464,1.000000,0.641028,0.633283,1.000000,0.010958,0.019536,0.327533,0.027021,0.043324,0.555956,0.041405,0.061873,0.678768,0.009166,0.018570,0.310731,0.697599,0.645998,1.000000,0.445714,0.391306,0.999700,0.068818,0.071836,0.723472,0.660599,0.590801,1.000000,0.477073,0.424873,0.999900,0.813700,0.790817,1.000000,0.127182,0.120463,0.883088,0.356814,0.416101,1.000000,0.089591,0.084551,0.780278,0.115992,0.121438,0.888189,0.084514,0.083368,0.777978,0.257386,0.263378,0.992899,0.903845,0.876807,1.000000,0.659811,0.601713,1.000000,0.542956,0.475565,0.999900,0.727630,0.670601,1.000000
"rs2490594",0.061690,0.062811,0.686469,0.193866,0.197381,0.972897,0.452814,0.457451,1.000000,0.039663,0.042630,0.553855,0.188944,0.191997,0.969297,0.590489,0.595308,1.000000,0.196199,0.189853,0.968797,0.177627,0.182702,0.958896,0.444407,0.454695,0.999900,0.343129,0.341551,0.998800,0.552873,0.554397,1.000000,0.756268,0.751333,1.000000,0.092669,0.090325,0.799180,0.058469,0.060974,0.674267,0.056110,0.057780,0.653465,0.038815,0.036792,0.512851,0.019758,0.034862,0.479848,0.252549,0.300526,0.996600,0.561800,0.555675,1.000000,0.011967,0.023370,0.370037,0.225692,0.271362,0.993999,0.623664,0.667801,1.000000,0.895074,0.898382,1.000000,0.002919,0.001757,0.042304,0.547074,0.550487,1.000000,0.960845,0.959470,1.000000,0.491885,0.492588,1.000000,0.631400,0.624662,1.000000,0.013434,0.024221,0.383638,0.029861,0.047343,0.585059,0.045499,0.068333,0.710671,0.011165,0.022661,0.362436,0.627404,0.568748,1.000000,0.459738,0.406932,0.999800,0.143034,0.146977,0.929193,0.562407,0.482327,1.000000,0.482875,0.433439,0.999900,0.770448,0.742191,1.000000,0.114875,0.109472,0.855286,0.453549,0.508497,1.000000,0.133311,0.127855,0.895090,0.231476,0.238074,0.989499,0.177208,0.176928,0.960296,0.419619,0.427249,0.999800,0.905237,0.879358,1.000000,0.514757,0.446921,1.000000,0.411821,0.339203,0.999600,0.568503,0.490072,1.000000
"rs7869290",0.055882,0.067768,0.712471,0.025363,0.027620,0.418842,0.047882,0.046820,0.571957,0.019078,0.022620,0.365037,0.024760,0.026467,0.407941,0.005631,0.006346,0.127413,0.002446,0.002584,0.059706,0.558409,0.566407,1.000000,0.059990,0.062547,0.677468,0.098563,0.101042,0.835884,0.220583,0.214556,0.978698,0.011542,0.011133,0.205221,0.027071,0.028977,0.430343,0.016330,0.019440,0.324832,0.017159,0.020860,0.342634,0.237887,0.235813,0.987999,0.031725,0.051077,0.607461,0.016192,0.024961,0.385639,0.132051,0.119783,0.886789,0.012426,0.024523,0.382838,0.015521,0.023291,0.367337,0.010431,0.019438,0.323932,0.005166,0.005651,0.114011,0.794817,0.779143,1.000000,0.143184,0.145477,0.929993,0.151661,0.141885,0.923792,0.645744,0.632373,1.000000,0.061861,0.054438,0.630163,0.019869,0.034770,0.481648,0.010890,0.019135,0.316732,0.016036,0.026337,0.402640,0.156478,0.204472,0.976898,0.641142,0.622635,1.000000,0.504367,0.467878,1.000000,0.194480,0.200974,0.976998,0.468919,0.409424,1.000000,0.506559,0.470310,1.000000,0.191660,0.148540,0.931693,0.150249,0.129596,0.899390,0.553950,0.590964,1.000000,0.231488,0.220295,0.984298,0.377514,0.403789,0.999500,0.181980,0.177643,0.960996,0.084828,0.089497,0.791079,0.474240,0.397734,0.999900,0.447793,0.399327,1.000000,0.373700,0.328208,0.999000,0.853578,0.825791,1.000000
